#,claim_status,video_id,video_duration_sec,video_transcription_text,verified_status,author_ban_status,video_view_count,video_like_count,video_share_count,video_download_count,video_comment_count,engagement_count,engagement_rate,download_rate
13,claim,3609761483,51,someone shared with me that the longest recorded cricket match lasted 14 days,not verified,active,700081.0,434565.0,97995.0,2408.0,1411.0,533971.0,0.7627274558229691,0.0034396019889127117
14,claim,3850678773,20,"someone shared with me that 1920 was the last time the event ""tug-of-war"" was played in the summer olympics",not verified,under review,929685.0,497236.0,154917.0,1225.0,805.0,652958.0,0.7023432668054234,0.0013176506020856527
15,claim,1656032315,42,someone shared with me that american basketball legend wilt chamberlain never fouled out of a game,not verified,active,937231.0,237318.0,81496.0,1867.0,960.0,319774.0,0.3411901654981536,0.0019920382488415344
16,claim,9277685719,10,"someone shared with me that the city with the largest bus network in the world is jakarta, indonesia",not verified,active,746186.0,193.0,29.0,2.0,0.0,222.0,0.00029751295253462273,2.680296869681286e-06
17,claim,9346511024,11,someone shared with me that a dog’s sense of smell is much more powerful than a human's,not verified,active,923007.0,67714.0,17710.0,845.0,536.0,85960.0,0.09313038796022131,0.0009154860147322826
18,claim,9533847147,27,"someone shared with me that a common garden snail has over 12,000 teeth",not verified,active,467702.0,40435.0,2804.0,495.0,327.0,43566.0,0.09314905645047487,0.0010583662246473181
19,claim,2359906270,11,someone shared with me that we only see the same side of the moon,not verified,active,168594.0,105245.0,37929.0,1723.0,694.0,143868.0,0.8533399765116196,0.010219818024366228
20,claim,7146819625,34,someone shared with me that the moon was once part of the earth,not verified,active,249935.0,20437.0,2240.0,212.0,70.0,22747.0,0.09101166303238842,0.0008482205373397083
21,claim,3827012052,27,someone shared with me that neptune radiates more heat than it gets from the sun,not verified,active,550259.0,30528.0,6704.0,258.0,88.0,37320.0,0.06782260717225888,0.00046887011389182184
22,claim,6940114042,20,someone shared with me that there are more stars in the universe than grains of sand on earth,not verified,active,510989.0,162612.0,26745.0,2507.0,1283.0,190640.0,0.37308043813076214,0.004906172148519831
23,claim,7986031283,52,"someone shared with me that about once a year, an asteroid the size of a car enters earth’s atmosphere",not verified,banned,60096.0,34245.0,11345.0,219.0,77.0,45667.0,0.7599008253461129,0.0036441693290734825
24,claim,5733649579,54,"someone shared with me that through the seasons, a reindeer’s eyes will change color",not verified,active,750942.0,136252.0,27119.0,2637.0,1206.0,164577.0,0.21916073411794787,0.0035115894436587645
25,claim,2736327047,39,someone shared with me that elephants will console each other during stressful situations,not verified,active,353722.0,39844.0,10399.0,181.0,54.0,50297.0,0.14219358705424034,0.0005117012795359067
26,claim,6792082620,33,someone shared with me that avocados never ripen while they are still attached to the tree,not verified,active,506061.0,288150.0,39351.0,2405.0,1134.0,328635.0,0.6493979974746128,0.004752391510114393
27,claim,2385469584,10,someone shared with me that people are born with only 2 natural fears: the fear of falling and the fear of loud sounds,not verified,under review,50892.0,7976.0,2903.0,125.0,78.0,10957.0,0.21529906468600174,0.0024561817181482353
28,claim,6569363811,22,someone shared with me that sneezing while traveling at 60 mph makes you close your eyes for 50 feet,not verified,under review,812056.0,329068.0,3515.0,5200.0,1108.0,333691.0,0.4109211679982661,0.006403499266060469
29,claim,6301836558,21,someone shared with me that people don’t sneeze in their sleep,not verified,active,677855.0,332569.0,97961.0,5531.0,2386.0,432916.0,0.6386557597126229,0.008159562148247044
30,claim,6854087993,48,"someone shared with me that at birth, baby pandas are smaller than mice",not verified,active,74323.0,20940.0,3678.0,274.0,63.0,24681.0,0.33207755338186024,0.003686611143253098
31,claim,7568304116,55,someone shared with me that the microwave oven was an accidental invention,not verified,active,573518.0,324003.0,125931.0,4737.0,2918.0,452852.0,0.7896038136553691,0.008259548959230574
32,claim,7730527836,21,someone shared with me that a blue whale's heartbeat can be heard from two miles away,not verified,banned,376637.0,226700.0,69329.0,2060.0,278.0,296307.0,0.7867177149350701,0.005469457328940067
33,claim,8304906458,23,someone shared with me that the longest location name on the planet earth is 85 letters in english.,not verified,active,781955.0,407367.0,65029.0,4274.0,2240.0,474636.0,0.606986335530817,0.005465787673203701
34,claim,7723647550,33,someone shared with me that the red-billed quelea is the most common bird on earth,not verified,active,822795.0,390001.0,125607.0,4012.0,2055.0,517663.0,0.6291518543501116,0.004876062688762085
35,claim,1260034177,10,"someone shared with me that in japan, its considered good luck when a sumo wrestler makes your baby cry",not verified,active,418750.0,133645.0,27821.0,2387.0,206.0,161672.0,0.3860823880597015,0.005700298507462687
36,claim,5407291277,12,someone shared with me that bubble wrap was originally designed to be used as wallpaper,not verified,active,535825.0,73157.0,1642.0,1573.0,97.0,74896.0,0.13977697942425232,0.0029356599636075212
37,claim,6844920875,29,someone shared with me that humans have jumped further than horses in the olympics,not verified,active,924262.0,465230.0,37874.0,8124.0,635.0,503739.0,0.5450175383170572,0.008789715470288728
38,claim,9171709060,30,someone shared with me that a one-armed player scored the winning goal in the first soccer tournament world cup in 1930,not verified,active,489267.0,110476.0,17911.0,2585.0,90.0,128477.0,0.26259077354491517,0.005283413759767162
39,claim,2310167046,20,someone shared with me that jobs in the field of agriculture are the most prevalent types of jobs in the world,not verified,active,879368.0,572608.0,153090.0,5639.0,2542.0,728240.0,0.8281402097870288,0.006412559929403845
40,claim,4040057402,20,someone shared with me that the eye of an ostrich is bigger than its brain,not verified,active,135682.0,50881.0,7713.0,944.0,324.0,58918.0,0.43423593402219895,0.006957444613139547
41,claim,7334026327,25,someone shared with me that the largest pair of eyes in the world belongs to the giant squid,not verified,under review,289935.0,3484.0,1092.0,20.0,3.0,4579.0,0.01579319502647145,6.898097849517995e-05
42,claim,5280794672,34,someone shared with me that buttermilk does not contain any butter,not verified,active,903941.0,409234.0,32446.0,8390.0,1390.0,443070.0,0.49015367153387224,0.009281579218112686
43,claim,2869029922,46,someone shared with me that one strand of hair can hold up to 3 ounces of weight,not verified,active,704320.0,161850.0,19294.0,3077.0,566.0,181710.0,0.25799352567014994,0.004368752839618355
44,claim,1421558858,5,someone shared with me that bottled water has an expiration date,not verified,under review,609453.0,262718.0,80347.0,826.0,99.0,343164.0,0.5630688502640893,0.0013553136993336647
45,claim,4477338445,31,someone shared with me that driving south from detroit will lead to canada,not verified,active,790372.0,24067.0,4167.0,434.0,236.0,28470.0,0.03602101289013275,0.000549108521050847
46,claim,4479658983,34,someone shared with me that sea otters are born unable to swim,not verified,under review,750369.0,271101.0,65378.0,1482.0,426.0,336905.0,0.44898576566995707,0.001975028286083247
47,claim,9398305380,17,someone shared with me that apple seeds contain cyanide,not verified,under review,630556.0,67394.0,16130.0,1197.0,720.0,84244.0,0.13360272521393818,0.0018983246531632401
48,claim,2584492620,52,someone shared with me that alaska is the only u.s. state whose name can be typed on a single row on the american standard keyboard,not verified,active,853104.0,45589.0,16274.0,758.0,163.0,62026.0,0.07270625855698719,0.0008885200397606857
49,claim,6528249616,18,someone shared with me that up to 20% of power outages in the u.s. are due to squirrels chewing through the lines,not verified,active,636117.0,360722.0,12659.0,105.0,65.0,373446.0,0.5870712463273265,0.00016506397408023996
50,claim,6798355648,36,someone shared with me that the largest living thing on earth is a tree,not verified,active,658349.0,231224.0,89272.0,5131.0,1426.0,321922.0,0.4889838064613146,0.007793738579385706
51,claim,9161593537,17,someone shared with me that ketchup leaves the bottle at a measured speed of 25 miles per year,not verified,active,472376.0,210080.0,37155.0,4600.0,2697.0,249932.0,0.5290954663234373,0.009738005317797687
52,claim,1291361813,53,someone shared with me that the town of calama in chile has never experienced rain,not verified,active,984793.0,453657.0,15329.0,521.0,30.0,469016.0,0.4762584624382992,0.0005290451902074852
53,claim,6346301856,40,a friend shared with a friend that yellowstone national park is home to a supervolcano,not verified,active,301749.0,27047.0,1544.0,230.0,18.0,28609.0,0.09481058760758114,0.0007622229071181677
54,claim,8355089614,54,a friend shared with a friend that the largest rock on earth is in australia,not verified,active,971357.0,111164.0,13178.0,2338.0,779.0,125121.0,0.12881051971623203,0.0024069420408768354
55,claim,1767010474,29,a friend shared with a friend that the average british driver will spend around 99 days of their life stuck in traffic,not verified,active,302525.0,23738.0,673.0,314.0,118.0,24529.0,0.08108090240475993,0.0010379307495248327
56,claim,6315458270,39,a friend shared with a friend that windshield wipers were invented in 1905,not verified,active,578064.0,269616.0,66922.0,6075.0,3321.0,339859.0,0.5879262503805807,0.010509216972515154
57,claim,5775227146,25,a friend shared with a friend that the origins of the banjo instrument begin in africa,not verified,active,205584.0,49255.0,5072.0,1186.0,223.0,54550.0,0.26534166082963656,0.005768931434352868
58,claim,7667994370,12,a friend shared with a friend that an average user spends 40% of their day on the internet,not verified,active,422117.0,112780.0,26052.0,1038.0,380.0,139212.0,0.32979481991959575,0.0024590338697564893
59,claim,3024206043,49,a friend shared with a friend that half of retail purchases are now made through a mobile device,not verified,active,265598.0,59672.0,4952.0,815.0,400.0,65024.0,0.24482112064096867,0.0030685472029156847
60,claim,2931436974,13,a friend shared with a friend that the most watched summer olympics event for the past 20 years has been gymnastics,not verified,active,307222.0,13123.0,4689.0,130.0,63.0,17875.0,0.05818268222978823,0.0004231467798530053
61,claim,8774049123,34,a friend shared with a friend that badminton is the fastest ball and net sport in the world,not verified,active,962886.0,174445.0,10848.0,619.0,162.0,185455.0,0.1926032780619928,0.0006428590715827212
62,claim,1712882974,32,"a friend shared with a friend that starting in 1990, american basketball player michael jordan and the chicago bulls never had a three-game losing streak for eight years",not verified,banned,29060.0,1219.0,171.0,3.0,1.0,1391.0,0.04786648313833448,0.00010323468685478321
63,claim,8610989068,56,a friend shared with a friend that a dog’s sense of smell is much more powerful than a human's,not verified,active,952372.0,10191.0,114.0,223.0,55.0,10360.0,0.01087810225416119,0.00023415220103068968
64,claim,8244180015,37,"a friend shared with a friend that a common garden snail has over 12,000 teeth",not verified,active,986657.0,537842.0,199478.0,4721.0,2891.0,740211.0,0.7502212014915011,0.004784844175838209
65,claim,7043718296,44,a friend shared with a friend that koalas sleep up to 22 hours per day,not verified,active,561388.0,152488.0,26474.0,2668.0,291.0,179253.0,0.31930322700164593,0.004752506287986205
66,claim,2833181639,30,a friend shared with a friend that some sharks can glow in the dark,not verified,under review,773587.0,279571.0,16917.0,3617.0,1331.0,297819.0,0.3849844943102715,0.0046756214879515815
67,claim,8560734678,26,a friend shared with a friend that it would take 258 earth days to drive around one of saturn’s rings at a speed of 75 mph,not verified,under review,71676.0,45324.0,6977.0,503.0,258.0,52559.0,0.7332858976505385,0.007017690719348178
68,claim,6496578100,55,a friend shared with a friend that sputnik was the first artificial satellite in space,not verified,banned,663764.0,113266.0,31512.0,2325.0,564.0,145342.0,0.21896637961685178,0.0035027509777571545
69,claim,3916624482,31,a friend shared with a friend that neptune radiates more heat than it gets from the sun,not verified,under review,170467.0,86546.0,19813.0,721.0,447.0,106806.0,0.6265494201223697,0.004229557626989388
70,claim,5342027952,5,a friend shared with a friend that a day on mars is about the same length as on earth,not verified,under review,988418.0,344391.0,78618.0,239.0,22.0,423031.0,0.42798795651232574,0.0002418005337822662
71,claim,7417954522,27,a friend shared with a friend that there’s a planet made of diamonds two times the size of earth,not verified,active,345192.0,63925.0,7783.0,99.0,57.0,71765.0,0.20789879255602678,0.00028679691302231804
72,claim,9903088754,43,a friend shared with a friend that there is a world championship for throwing mobile phones,not verified,active,755590.0,128952.0,25210.0,1750.0,498.0,154660.0,0.20468772747124764,0.002316070885003772
73,claim,5423860831,48,a friend shared with a friend that avocados never ripen while they are still attached to the tree,not verified,under review,611144.0,46826.0,12186.0,503.0,44.0,59056.0,0.09663189035644627,0.0008230466142185802
74,claim,3679640007,34,a friend shared with a friend that people are born with only 2 natural fears: the fear of falling and the fear of loud sounds,not verified,active,929654.0,616498.0,97225.0,588.0,176.0,713899.0,0.767919032242103,0.0006324933792572291
75,claim,5979401954,7,a friend shared with a friend that humans can’t taste food without saliva,not verified,active,208229.0,115949.0,2253.0,2058.0,149.0,118351.0,0.5683694394152592,0.009883349581470401
76,claim,2473723793,17,a friend shared with a friend that the eiffel tower leans away from the sun,not verified,banned,248398.0,139777.0,17309.0,1639.0,209.0,157295.0,0.6332377877438626,0.0065982817897084515
77,claim,2342638585,31,a friend shared with a friend that only one-fourth of the sahara desert is sandy,verified,active,677288.0,214708.0,66446.0,2167.0,1428.0,282582.0,0.4172257592043562,0.003199525165070103
78,claim,7486721746,8,a friend shared with a friend that the french scrabble world champion winner doesn’t speak french,not verified,under review,726718.0,241278.0,28762.0,1233.0,87.0,270127.0,0.3717081453878946,0.0016966691343822502
79,claim,3780164260,13,a friend shared with a friend that a one-armed player scored the winning goal in the first soccer tournament world cup in 1930,not verified,under review,857998.0,468810.0,183219.0,5830.0,2431.0,654460.0,0.7627756708057595,0.006794887633770708
80,claim,8352128964,48,a friend shared with a friend that it is physically impossible for humans to keep their eyes open while sneezing,not verified,active,589041.0,144226.0,51973.0,3362.0,1597.0,197796.0,0.3357932639663453,0.005707582324490146
81,claim,1925338598,31,a friend shared with a friend that pineapples are named after pinecones,not verified,active,604898.0,288298.0,95777.0,3225.0,899.0,384974.0,0.6364279597551984,0.005331477373044712
82,claim,3791068995,20,a friend shared with a friend that losing weight alters brain activity,not verified,under review,737901.0,205717.0,4645.0,666.0,12.0,210374.0,0.28509786543181265,0.0009025600995255461
83,claim,6404484639,56,a friend shared with a friend that your fingernails on your dominant hand grow faster,not verified,under review,680252.0,177711.0,1946.0,3223.0,9.0,179666.0,0.2641168272934148,0.00473795005380359
84,claim,1403965706,31,a friend shared with a friend that playing dance music helps ward off mosquitoes,not verified,under review,250243.0,45005.0,9872.0,705.0,240.0,55117.0,0.22025391319637314,0.002817261621703704
85,claim,2675430150,28,a friend shared with a friend that mice typically only live for 6 months in the wild,not verified,active,5279.0,2670.0,16.0,12.0,7.0,2693.0,0.5101344951695397,0.0022731577950369387
86,claim,8975962413,37,a friend shared with a friend that the dwarf planet pluto was named by an 11-year-old girl,not verified,active,364943.0,212815.0,6149.0,906.0,4.0,218968.0,0.6000060283386721,0.0024825794713146986
87,claim,4966288323,51,a friend shared with a friend that the insect population of the world is 1 billion times more than the world population,not verified,banned,865320.0,139937.0,49470.0,2574.0,1504.0,190911.0,0.2206247399805852,0.002974622105117182
88,claim,4219642346,51,a friend shared with a friend that the human brain uses 20% of the body's oxygen,not verified,active,874793.0,306997.0,29763.0,5262.0,2006.0,338766.0,0.38725275579479945,0.0060151372953372965
89,claim,9716988521,24,a friend shared with a friend that you can fit about 400 grapevines in one acre of land,not verified,active,468077.0,194366.0,37758.0,4319.0,131.0,232255.0,0.4961897294675876,0.009227114342298382
90,claim,5774531836,57,a friend shared with a friend that a pineapple plant can only produce one pineapple a year,not verified,active,539826.0,132637.0,16501.0,444.0,60.0,149198.0,0.27638164890168315,0.0008224872458903425
91,claim,6837955665,55,a friend shared with a friend that strawberries are the only known fruit to grow their seeds externally,not verified,active,309589.0,170284.0,54865.0,2735.0,754.0,225903.0,0.729686778277006,0.00883429320809202
92,claim,5424962156,39,a friend mentioned someone discovered that nucelear fission is now being used to produce electricity,not verified,active,572084.0,93187.0,4911.0,1475.0,9.0,98107.0,0.17149055033876143,0.0025782926982750786
93,claim,8176623100,26,"a friend mentioned someone discovered that american industrialist andrew carnegie had a net worth of $475 million usd, worth over $300 billion usd today",not verified,active,879769.0,107260.0,27447.0,2288.0,1257.0,135964.0,0.1545451135468515,0.002600682679203291
94,claim,5559711920,37,a friend mentioned someone discovered that the rubik's cube is the best-selling product of all time,not verified,banned,436875.0,260329.0,41775.0,4663.0,1947.0,304051.0,0.6959679542203148,0.010673533619456367
95,claim,7401659041,43,a friend mentioned someone discovered that mobile phone use in india is nearly 100%,not verified,active,501354.0,248235.0,64155.0,3883.0,2110.0,314500.0,0.627301268165807,0.007745026468323779
96,claim,6570169707,50,a friend mentioned someone discovered that the total number of multinational companies investing in green initiatives has increased by 35% since 2020,not verified,banned,168449.0,90690.0,16615.0,1962.0,383.0,107688.0,0.6392914175803952,0.011647442252551217
97,claim,1386456170,32,a friend mentioned someone discovered that the oldest playable musical instruments were found in china,not verified,banned,200060.0,106959.0,32426.0,2564.0,1500.0,140885.0,0.7042137358792362,0.012816155153453964
98,claim,4415434682,16,a friend mentioned someone discovered that the japanese word ‘karaoke’ comes from a phrase meaning ’empty orchestra’,not verified,under review,423164.0,186423.0,55246.0,2404.0,1430.0,243099.0,0.574479398058436,0.005681012562505317
99,claim,3490110525,57,a friend mentioned someone discovered that about half of the world's population can access the web via a mobile device,not verified,under review,182650.0,88712.0,28801.0,434.0,95.0,117608.0,0.6438981658910484,0.0023761292088694225
100,claim,8089681692,49,a friend mentioned someone discovered that an average user spends 40% of their day on the internet,not verified,active,195432.0,27339.0,3483.0,433.0,200.0,31022.0,0.158735519259896,0.0022156044046010887
101,claim,8266347544,9,a friend mentioned someone discovered that the average user checks their mobile phone around 150 times each day,not verified,active,90931.0,51974.0,3568.0,970.0,156.0,55698.0,0.612530380178377,0.010667429149574952
102,claim,9794898551,43,a friend mentioned someone discovered that 4 of the top 10 highest paid atheletes in the world are players in the american national basketball assocation (nba),not verified,banned,920337.0,567807.0,214550.0,4524.0,2850.0,785207.0,0.8531733484582278,0.004915590702101512
103,claim,6445697344,33,a friend mentioned someone discovered that the first gloves used in american sport baseball were fingerless,not verified,active,995247.0,505255.0,156842.0,9099.0,3081.0,665178.0,0.6683546898408134,0.0091424540842625
104,claim,3817438444,23,a friend mentioned someone discovered that the concorde was the fastest passenger jet ever,not verified,banned,956314.0,572469.0,154525.0,2902.0,298.0,727292.0,0.7605158974981021,0.0030345681439359878
105,claim,9952827704,53,a friend mentioned someone discovered that the busiest airport in the world is in the united states,not verified,active,328659.0,165642.0,46318.0,337.0,135.0,212095.0,0.6453345260589243,0.0010253788881485065
106,claim,7687467484,49,"a friend mentioned someone discovered that london, england has the world's oldest subway system",verified,under review,631075.0,284311.0,97442.0,1163.0,354.0,382107.0,0.6054858772729074,0.001842887137028087
107,claim,7222903379,60,a friend mentioned someone discovered that dragonflies can see in all directions at the same time,not verified,under review,228358.0,19295.0,2332.0,270.0,35.0,21662.0,0.0948598253619317,0.0011823540230690406
108,claim,5923572459,51,a friend mentioned someone discovered that koalas sleep up to 22 hours per day,not verified,active,276059.0,97689.0,38967.0,2376.0,507.0,137163.0,0.49686117822639364,0.00860685578082946
109,claim,2944539454,53,a friend mentioned someone discovered that the volcano olympus mons on mars is over 3 times taller than mount everest,not verified,banned,351066.0,58438.0,19119.0,39.0,0.0,77557.0,0.2209185737154837,0.00011109022235135274
110,claim,6645515132,41,a friend mentioned someone discovered that saturn is less dense than water,not verified,under review,530697.0,30862.0,8161.0,278.0,166.0,39189.0,0.07384439708534249,0.0005238394036521782
111,claim,3984935056,49,a friend mentioned someone discovered that sound actually travels in space,not verified,active,2883.0,1242.0,348.0,11.0,2.0,1592.0,0.552202566770725,0.003815469996531391
112,claim,3573642153,56,a friend mentioned someone discovered that a single day on venus takes 243 earth days,not verified,active,426268.0,155933.0,50782.0,3414.0,1935.0,208650.0,0.4894807961188736,0.00800904595231169
113,claim,2507142098,11,a friend mentioned someone discovered that evidence from seymour island suggest that penguins were once 6 ft tall,not verified,under review,660561.0,322446.0,120347.0,5519.0,3449.0,446242.0,0.6755500249030748,0.008355019445592459
114,claim,4025589908,40,a friend mentioned someone discovered that the scottish were the first people to fry chicken,not verified,active,150706.0,72838.0,9413.0,454.0,1.0,82252.0,0.5457778721484214,0.0030124878903295157
115,claim,7041087617,47,a friend mentioned someone discovered that sneezing while traveling at 60 mph makes you close your eyes for 50 feet,not verified,active,965051.0,567073.0,67201.0,3940.0,2550.0,636824.0,0.6598863686996853,0.004082685785518071
116,claim,7373606171,24,a friend mentioned someone discovered that j is the only letter that doesn’t appear on the periodic table of elements,not verified,under review,311719.0,71173.0,6362.0,496.0,163.0,77698.0,0.24925654194964053,0.0015911766687304913
117,claim,1256736154,50,a friend mentioned someone discovered that the tallest tower of cupcakes ever made was over 35 feet,not verified,active,56142.0,27239.0,1540.0,390.0,172.0,28951.0,0.5156745395604004,0.006946670941541092
118,claim,2115386652,48,a friend mentioned someone discovered that bees can fly higher than mount everest,verified,active,915553.0,272536.0,78299.0,7.0,3.0,350838.0,0.38319791426602284,7.645652408981238e-06
119,claim,9082277974,20,a friend mentioned someone discovered that cold water is just as cleansing as hot water,not verified,active,593281.0,332025.0,103892.0,7769.0,2486.0,438403.0,0.7389466374281327,0.013094975230961382
120,claim,9850813380,59,a friend mentioned someone discovered that more people speak english as their second language than those who use it as their primary language,not verified,banned,169697.0,12958.0,589.0,314.0,120.0,13667.0,0.08053766418970282,0.0018503568124362834
121,claim,6559389686,53,a friend mentioned someone discovered that triskaidekaphobia is the fear of the number 13,not verified,active,812513.0,523168.0,20023.0,7565.0,2809.0,546000.0,0.6719892481720292,0.009310620260845058
122,claim,5597300051,34,a friend mentioned someone discovered that your fingernails on your dominant hand grow faster,not verified,active,743385.0,414665.0,52389.0,1427.0,107.0,467161.0,0.628424033307102,0.00191959751676453
123,claim,5066246380,58,a friend mentioned someone discovered that apple seeds contain cyanide,not verified,active,726835.0,293637.0,31598.0,3868.0,1854.0,327089.0,0.45001822972201394,0.005321702999993121
124,claim,9463149535,43,a friend mentioned someone discovered that frigate birds can sleep while flying,not verified,active,950500.0,146636.0,25913.0,1956.0,956.0,173505.0,0.18254076801683325,0.002057864281956865
125,claim,6028042493,38,a friend reported someone discovered that humans will live on mars by 2035,not verified,banned,25771.0,4775.0,1771.0,77.0,26.0,6572.0,0.25501532730588644,0.002987854565208956
126,claim,2102557699,35,a friend reported someone discovered that we will all fly with individual jetpacks by 2032,not verified,banned,660194.0,349323.0,30579.0,7102.0,1335.0,381237.0,0.5774620793281975,0.0107574440240293
127,claim,2818218055,50,a friend reported someone discovered that earth days are getting longer over time due to orbital expansion,not verified,active,848448.0,207258.0,56105.0,3272.0,275.0,263638.0,0.31072970883306933,0.0038564531945387342
128,claim,9826381124,18,a friend reported someone discovered that seventy percent of small businesses are owned and operated by a single person.,not verified,banned,56312.0,36854.0,6211.0,512.0,254.0,43319.0,0.7692676516550646,0.009092200596675664
129,claim,7164433838,10,a friend reported someone discovered that more businesses will be owned by women than men by 2045,not verified,under review,263806.0,8528.0,2373.0,27.0,10.0,10911.0,0.041359938742864075,0.00010234793749952617
130,claim,1474103260,19,a friend reported someone discovered that gross domestic product (gdp) is the best financial indicator of a country's overall trade potential,not verified,active,951464.0,365819.0,101090.0,752.0,387.0,467296.0,0.49113366349120935,0.0007903609595318373
131,claim,3188060641,40,a friend reported someone discovered that 1 billion cars are currently in use around the world,not verified,active,907591.0,291689.0,65458.0,1736.0,853.0,358000.0,0.39445080438215013,0.0019127558558866273
132,claim,2312282712,40,a friend reported someone discovered that it would take less than a month to get to the moon by car at 60mph,not verified,active,285004.0,33069.0,11653.0,572.0,71.0,44793.0,0.1571662152110146,0.002006989375587711
133,claim,8045719558,40,a friend reported someone discovered that the car radio was first introduced in 1922,not verified,active,611518.0,43431.0,8890.0,196.0,45.0,52366.0,0.08563280230508341,0.0003205138687659235
134,claim,6287699512,18,a friend reported someone discovered that the harmonica is the best selling musical instrument,not verified,banned,227262.0,34194.0,565.0,456.0,74.0,34833.0,0.15327243445890645,0.0020064947065501493
135,claim,7194264172,59,a friend reported someone discovered that 90% of the world’s data was generated after 2019,not verified,active,216296.0,92543.0,22041.0,270.0,70.0,114654.0,0.5300791507933572,0.0012482893812183304
136,claim,9514639653,34,a friend reported someone discovered that over 60% of the world's population has access to the internet,not verified,active,714428.0,445887.0,67205.0,5983.0,2559.0,515651.0,0.7217676238893213,0.008374531793266781
137,claim,2868422477,22,a friend reported someone discovered that singapore has the fastest internet connectivity in the world.,not verified,active,915340.0,459193.0,53596.0,7729.0,1440.0,514229.0,0.5617901544781174,0.008443856927480498
138,claim,7413726543,29,a friend reported someone discovered that half of retail purchases are now made through a mobile device,not verified,active,830574.0,424374.0,150314.0,7366.0,2892.0,577580.0,0.6953986038570916,0.008868565594396164
139,claim,7852597291,48,a friend reported someone discovered that the world generates 2.5 quintillion bytes of data every day,not verified,active,42647.0,17703.0,5027.0,375.0,155.0,22885.0,0.5366145332614252,0.00879311557671114
140,claim,2516528160,60,a friend reported someone discovered that 1 in 3 people have never used the internet,not verified,active,697308.0,190336.0,65540.0,3019.0,1572.0,257448.0,0.36920270526080295,0.004329507190509789
141,claim,6296788623,16,"a friend reported someone discovered that shanghai, china has the world's longest subway system",verified,active,775229.0,42657.0,1636.0,835.0,247.0,44540.0,0.05745399101426804,0.0010771010888395557
142,claim,7640548534,26,a friend reported someone discovered that a dog’s sense of smell is much more powerful than a human's,not verified,active,242727.0,4464.0,620.0,62.0,26.0,5110.0,0.021052458111376154,0.00025543099861160894
143,claim,5715784279,12,a friend reported someone discovered that dragonflies can see in all directions at the same time,not verified,active,64994.0,37401.0,4768.0,246.0,100.0,42269.0,0.65035234021602,0.003784964765978398
144,claim,2099433738,15,a friend reported someone discovered that koalas sleep up to 22 hours per day,not verified,active,338032.0,174028.0,58508.0,3167.0,834.0,233370.0,0.6903784257111752,0.009368935485397831
145,claim,5893807380,26,a friend reported someone discovered that it snows metal and rains acid on venus,not verified,active,405315.0,241311.0,12754.0,5667.0,1200.0,255265.0,0.6297941107533647,0.01398171792309685
